file_id,row,column,OD_730_pr_raw,blank_OD_730,OD_730_pr_bc,fl_raw,blank_fl,fl_bc,sample_id,sample_type,sample_vol,blank_vol,strain,induction,timepoint,OD_730_pr,fl
20210930_t7.xls,D,2,0.4459,0.3488,0.0971,11,11.4167,-0.4167,20210930_7_4,sample,800,0,J23100,+,7,0.0971,-0.4167
20210930_t7.xls,D,3,0.4437,0.3488,0.0949,10.6667,11.4167,-0.75,20210930_7_4,sample,800,0,J23100,+,7,0.0949,-0.75
20210930_t7.xls,E,1,0.4261,0.3488,0.0772,11,11.4167,-0.4167,20210930_7_5,sample,800,0,Prha,-,7,0.0772,-0.4167
20210930_t7.xls,E,2,0.4375,0.3488,0.0887,11.3333,11.4167,-0.0833,20210930_7_5,sample,800,0,Prha,-,7,0.0887,-0.0833
20210930_t7.xls,E,3,0.4353,0.3488,0.0865,11.3333,11.4167,-0.0833,20210930_7_5,sample,800,0,Prha,-,7,0.0865,-0.0833
20210930_t7.xls,F,1,0.4305,0.3488,0.0817,11,11.4167,-0.4167,20210930_7_6,sample,800,0,Prha,+,7,0.0817,-0.4167
20210930_t7.xls,F,2,0.4453,0.3488,0.0964,10.6667,11.4167,-0.75,20210930_7_6,sample,800,0,Prha,+,7,0.0964,-0.75
20210930_t7.xls,F,3,0.4441,0.3488,0.0953,11.3333,11.4167,-0.0833,20210930_7_6,sample,800,0,Prha,+,7,0.0953,-0.0833
20210930_t7.xls,G,1,0.4373,0.3488,0.0885,11,11.4167,-0.4167,20210930_7_7,sample,800,0,petE,-,7,0.0885,-0.4167
20210930_t7.xls,G,2,0.4413,0.3488,0.0924,11.3333,11.4167,-0.0833,20210930_7_7,sample,800,0,petE,-,7,0.0924,-0.0833
20210930_t7.xls,G,3,0.4433,0.3488,0.0945,11.6667,11.4167,0.25,20210930_7_7,sample,800,0,petE,-,7,0.0945,0.25
20210930_t7.xls,H,1,0.4173,0.3488,0.0685,11.6667,11.4167,0.25,20210930_7_8,sample,800,0,petE,+,7,0.0685,0.25
20210930_t7.xls,H,2,0.4126,0.3488,0.0637,11.3333,11.4167,-0.0833,20210930_7_8,sample,800,0,petE,+,7,0.0637,-0.0833
20210930_t7.xls,H,3,0.4157,0.3488,0.0669,11.6667,11.4167,0.25,20210930_7_8,sample,800,0,petE,+,7,0.0669,0.25
