sample_id,measurement_name,block_name,nm,abs,strain,induction,timepoint,norm_abs
20210930_0_3,3,20210930,653,0.2399,J23100,-,0,0.3386
20210930_0_3,3,20210930,654,0.2387,J23100,-,0,0.3322
20210930_0_3,3,20210930,655,0.2377,J23100,-,0,0.327
20210930_0_3,3,20210930,656,0.2367,J23100,-,0,0.3218
20210930_0_3,3,20210930,657,0.2357,J23100,-,0,0.3162
20210930_0_3,3,20210930,658,0.2349,J23100,-,0,0.312
20210930_0_3,3,20210930,659,0.2341,J23100,-,0,0.3078
20210930_0_3,3,20210930,660,0.2334,J23100,-,0,0.3042
20210930_0_3,3,20210930,661,0.2329,J23100,-,0,0.3018
20210930_0_3,3,20210930,662,0.2326,J23100,-,0,0.3003
20210930_0_3,3,20210930,663,0.2325,J23100,-,0,0.2997
20210930_0_3,3,20210930,664,0.2327,J23100,-,0,0.3005
20210930_0_3,3,20210930,665,0.2331,J23100,-,0,0.3025
20210930_0_3,3,20210930,666,0.2336,J23100,-,0,0.3054
20210930_0_3,3,20210930,667,0.2344,J23100,-,0,0.3094
20210930_0_3,3,20210930,668,0.2354,J23100,-,0,0.3147
20210930_0_3,3,20210930,669,0.2364,J23100,-,0,0.3201
20210930_0_3,3,20210930,670,0.2376,J23100,-,0,0.3262
20210930_0_3,3,20210930,671,0.2387,J23100,-,0,0.3322
20210930_0_3,3,20210930,672,0.2399,J23100,-,0,0.3383
20210930_0_3,3,20210930,673,0.2411,J23100,-,0,0.3445
20210930_0_3,3,20210930,674,0.2422,J23100,-,0,0.3502
20210930_0_3,3,20210930,675,0.2433,J23100,-,0,0.3563
20210930_0_3,3,20210930,676,0.2446,J23100,-,0,0.3632
20210930_0_3,3,20210930,677,0.246,J23100,-,0,0.3703
20210930_0_3,3,20210930,678,0.2475,J23100,-,0,0.3782
20210930_0_3,3,20210930,679,0.2491,J23100,-,0,0.3862
20210930_0_3,3,20210930,680,0.2506,J23100,-,0,0.3945
20210930_0_3,3,20210930,681,0.2519,J23100,-,0,0.4012
20210930_0_3,3,20210930,682,0.2529,J23100,-,0,0.4064
20210930_0_3,3,20210930,683,0.2535,J23100,-,0,0.4095
20210930_0_3,3,20210930,684,0.2536,J23100,-,0,0.4098
20210930_0_3,3,20210930,685,0.2531,J23100,-,0,0.4076
20210930_0_3,3,20210930,686,0.2521,J23100,-,0,0.4023
20210930_0_3,3,20210930,687,0.2506,J23100,-,0,0.3941
20210930_0_3,3,20210930,688,0.2486,J23100,-,0,0.3841
20210930_0_3,3,20210930,689,0.2463,J23100,-,0,0.3719
20210930_0_3,3,20210930,690,0.2438,J23100,-,0,0.3587
20210930_0_3,3,20210930,691,0.241,J23100,-,0,0.3442
20210930_0_3,3,20210930,692,0.2382,J23100,-,0,0.3293
20210930_0_3,3,20210930,693,0.2354,J23100,-,0,0.315
20210930_0_3,3,20210930,694,0.2326,J23100,-,0,0.3004
20210930_0_3,3,20210930,695,0.23,J23100,-,0,0.2868
20210930_0_3,3,20210930,696,0.2276,J23100,-,0,0.2741
20210930_0_3,3,20210930,697,0.2253,J23100,-,0,0.2618
20210930_0_3,3,20210930,698,0.2231,J23100,-,0,0.2504
20210930_0_3,3,20210930,699,0.2211,J23100,-,0,0.2399
20210930_0_3,3,20210930,700,0.2198,J23100,-,0,0.2332
20210930_0_3,3,20210930,701,0.2174,J23100,-,0,0.2208
20210930_0_3,3,20210930,702,0.2157,J23100,-,0,0.2117
20210930_0_3,3,20210930,703,0.2141,J23100,-,0,0.2035
20210930_0_3,3,20210930,704,0.2127,J23100,-,0,0.196
20210930_0_3,3,20210930,705,0.2112,J23100,-,0,0.1885
20210930_0_3,3,20210930,706,0.2098,J23100,-,0,0.1811
20210930_0_3,3,20210930,707,0.2085,J23100,-,0,0.1741
20210930_0_3,3,20210930,708,0.2072,J23100,-,0,0.1673
20210930_0_3,3,20210930,709,0.2059,J23100,-,0,0.1607
20210930_0_3,3,20210930,710,0.2047,J23100,-,0,0.1544
20210930_0_3,3,20210930,711,0.2036,J23100,-,0,0.1483
20210930_0_3,3,20210930,712,0.2024,J23100,-,0,0.1423
20210930_0_3,3,20210930,713,0.2013,J23100,-,0,0.1365
20210930_0_3,3,20210930,714,0.2003,J23100,-,0,0.1311
20210930_0_3,3,20210930,715,0.1992,J23100,-,0,0.1256
20210930_0_3,3,20210930,716,0.1982,J23100,-,0,0.1202
20210930_0_3,3,20210930,717,0.1972,J23100,-,0,0.1151
20210930_0_3,3,20210930,718,0.1963,J23100,-,0,0.1103
20210930_0_3,3,20210930,719,0.1954,J23100,-,0,0.1055
20210930_0_3,3,20210930,720,0.1945,J23100,-,0,0.1007
20210930_0_3,3,20210930,721,0.1936,J23100,-,0,0.0964
20210930_0_3,3,20210930,722,0.1928,J23100,-,0,0.092
20210930_0_3,3,20210930,723,0.192,J23100,-,0,0.0876
20210930_0_3,3,20210930,724,0.1912,J23100,-,0,0.0835
20210930_0_3,3,20210930,725,0.1904,J23100,-,0,0.0794
20210930_0_3,3,20210930,726,0.1896,J23100,-,0,0.0753
20210930_0_3,3,20210930,727,0.1888,J23100,-,0,0.0713
20210930_0_3,3,20210930,728,0.1881,J23100,-,0,0.0676
20210930_0_3,3,20210930,729,0.1874,J23100,-,0,0.0638
20210930_0_3,3,20210930,730,0.1868,J23100,-,0,0.0604
20210930_0_3,3,20210930,731,0.186,J23100,-,0,0.0567
20210930_0_3,3,20210930,732,0.1855,J23100,-,0,0.0536
20210930_0_3,3,20210930,733,0.1848,J23100,-,0,0.0501
20210930_0_3,3,20210930,734,0.1842,J23100,-,0,0.0469
20210930_0_3,3,20210930,735,0.1835,J23100,-,0,0.0434
20210930_0_3,3,20210930,736,0.1829,J23100,-,0,0.0403
20210930_0_3,3,20210930,737,0.1823,J23100,-,0,0.0372
20210930_0_3,3,20210930,738,0.1817,J23100,-,0,0.0341
20210930_0_3,3,20210930,739,0.1811,J23100,-,0,0.0309
20210930_0_3,3,20210930,740,0.1805,J23100,-,0,0.0279
20210930_0_3,3,20210930,741,0.1799,J23100,-,0,0.0247
20210930_0_3,3,20210930,742,0.1794,J23100,-,0,0.0219
20210930_0_3,3,20210930,743,0.1789,J23100,-,0,0.0192
20210930_0_3,3,20210930,744,0.1783,J23100,-,0,0.0161
20210930_0_3,3,20210930,745,0.1778,J23100,-,0,0.0135
20210930_0_3,3,20210930,746,0.1773,J23100,-,0,0.0108
20210930_0_3,3,20210930,747,0.1767,J23100,-,0,0.0079
20210930_0_3,3,20210930,748,0.1762,J23100,-,0,0.0054
20210930_0_3,3,20210930,749,0.1757,J23100,-,0,0.0026
20210930_0_3,3,20210930,750,0.1752,J23100,-,0,0
20210930_0_4,3,20210930,400,0.3528,J23100,+,0,0.9285
20210930_0_4,3,20210930,401,0.3518,J23100,+,0,0.9237
20210930_0_4,3,20210930,402,0.3514,J23100,+,0,0.9215
20210930_0_4,3,20210930,403,0.3511,J23100,+,0,0.9199
20210930_0_4,3,20210930,404,0.3503,J23100,+,0,0.9157
20210930_0_4,3,20210930,405,0.3499,J23100,+,0,0.9135
20210930_0_4,3,20210930,406,0.3497,J23100,+,0,0.9124
20210930_0_4,3,20210930,407,0.3495,J23100,+,0,0.9112
20210930_0_4,3,20210930,408,0.3497,J23100,+,0,0.9125
20210930_0_4,3,20210930,409,0.3496,J23100,+,0,0.9119
20210930_0_4,3,20210930,410,0.35,J23100,+,0,0.914
20210930_0_4,3,20210930,411,0.3504,J23100,+,0,0.9164
20210930_0_4,3,20210930,412,0.3502,J23100,+,0,0.9152
20210930_0_4,3,20210930,413,0.3507,J23100,+,0,0.9179
20210930_0_4,3,20210930,414,0.3512,J23100,+,0,0.9202
20210930_0_4,3,20210930,415,0.3516,J23100,+,0,0.9222
20210930_0_4,3,20210930,416,0.3522,J23100,+,0,0.9255
20210930_0_4,3,20210930,417,0.3525,J23100,+,0,0.9272
20210930_0_4,3,20210930,418,0.3528,J23100,+,0,0.9288
20210930_0_4,3,20210930,419,0.353,J23100,+,0,0.9297
20210930_0_4,3,20210930,420,0.3535,J23100,+,0,0.9324
20210930_0_4,3,20210930,421,0.3535,J23100,+,0,0.9324
20210930_0_4,3,20210930,422,0.3535,J23100,+,0,0.9325
20210930_0_4,3,20210930,423,0.3538,J23100,+,0,0.9337
20210930_0_4,3,20210930,424,0.3538,J23100,+,0,0.9337
20210930_0_4,3,20210930,425,0.3539,J23100,+,0,0.9343
20210930_0_4,3,20210930,426,0.3535,J23100,+,0,0.9324
20210930_0_4,3,20210930,427,0.3536,J23100,+,0,0.9329
20210930_0_4,3,20210930,428,0.3539,J23100,+,0,0.9347
20210930_0_4,3,20210930,429,0.3538,J23100,+,0,0.9342
20210930_0_4,3,20210930,430,0.3541,J23100,+,0,0.9358
20210930_0_4,3,20210930,431,0.3545,J23100,+,0,0.9378
20210930_0_4,3,20210930,432,0.3551,J23100,+,0,0.9405
20210930_0_4,3,20210930,433,0.356,J23100,+,0,0.9452
20210930_0_4,3,20210930,434,0.3569,J23100,+,0,0.9503
20210930_0_4,3,20210930,435,0.3579,J23100,+,0,0.9555
20210930_0_4,3,20210930,436,0.3593,J23100,+,0,0.9627
20210930_0_4,3,20210930,437,0.3603,J23100,+,0,0.968
20210930_0_4,3,20210930,438,0.3617,J23100,+,0,0.9754
20210930_0_4,3,20210930,439,0.3628,J23100,+,0,0.9808
20210930_0_4,3,20210930,440,0.3642,J23100,+,0,0.9881
20210930_0_4,3,20210930,441,0.3648,J23100,+,0,0.9917
20210930_0_4,3,20210930,442,0.3657,J23100,+,0,0.9962
20210930_0_4,3,20210930,443,0.3661,J23100,+,0,0.9985
20210930_0_4,3,20210930,444,0.3663,J23100,+,0,0.9991
20210930_0_4,3,20210930,445,0.3664,J23100,+,0,1
20210930_0_4,3,20210930,446,0.3658,J23100,+,0,0.9969
20210930_0_4,3,20210930,447,0.3649,J23100,+,0,0.9918
20210930_0_4,3,20210930,448,0.3634,J23100,+,0,0.9843
20210930_0_4,3,20210930,449,0.3621,J23100,+,0,0.9774
20210930_0_4,3,20210930,450,0.3606,J23100,+,0,0.9696
20210930_0_4,3,20210930,451,0.3584,J23100,+,0,0.9582
20210930_0_4,3,20210930,452,0.3565,J23100,+,0,0.9481
20210930_0_4,3,20210930,453,0.3543,J23100,+,0,0.9367
20210930_0_4,3,20210930,454,0.3524,J23100,+,0,0.9267
20210930_0_4,3,20210930,455,0.3502,J23100,+,0,0.9153
20210930_0_4,3,20210930,456,0.3485,J23100,+,0,0.9061
20210930_0_4,3,20210930,457,0.3466,J23100,+,0,0.8965
20210930_0_4,3,20210930,458,0.3447,J23100,+,0,0.8866
20210930_0_4,3,20210930,459,0.343,J23100,+,0,0.8773
20210930_0_4,3,20210930,460,0.3416,J23100,+,0,0.87
20210930_0_4,3,20210930,461,0.3401,J23100,+,0,0.8625
20210930_0_4,3,20210930,462,0.3391,J23100,+,0,0.8571
20210930_0_4,3,20210930,463,0.3379,J23100,+,0,0.8509
20210930_0_4,3,20210930,464,0.3368,J23100,+,0,0.8453
20210930_0_4,3,20210930,465,0.3356,J23100,+,0,0.8385
20210930_0_4,3,20210930,466,0.3344,J23100,+,0,0.8325
20210930_0_4,3,20210930,467,0.3335,J23100,+,0,0.8278
20210930_0_4,3,20210930,468,0.3321,J23100,+,0,0.8206
20210930_0_4,3,20210930,469,0.3313,J23100,+,0,0.8162
20210930_0_4,3,20210930,470,0.3306,J23100,+,0,0.8128
20210930_0_4,3,20210930,471,0.3292,J23100,+,0,0.8051
20210930_0_4,3,20210930,472,0.3281,J23100,+,0,0.7995
20210930_0_4,3,20210930,473,0.3272,J23100,+,0,0.7946
20210930_0_4,3,20210930,474,0.3263,J23100,+,0,0.7899
20210930_0_4,3,20210930,475,0.3252,J23100,+,0,0.7846
20210930_0_4,3,20210930,476,0.3244,J23100,+,0,0.78
20210930_0_4,3,20210930,477,0.3234,J23100,+,0,0.7752
20210930_0_4,3,20210930,478,0.3225,J23100,+,0,0.7703
20210930_0_4,3,20210930,479,0.3217,J23100,+,0,0.7661
20210930_0_4,3,20210930,480,0.3208,J23100,+,0,0.7614
20210930_0_4,3,20210930,481,0.3201,J23100,+,0,0.7575
20210930_0_4,3,20210930,482,0.3193,J23100,+,0,0.7536
20210930_0_4,3,20210930,483,0.3186,J23100,+,0,0.75
20210930_0_4,3,20210930,484,0.3178,J23100,+,0,0.7458
20210930_0_4,3,20210930,485,0.3171,J23100,+,0,0.7422
20210930_0_4,3,20210930,486,0.3165,J23100,+,0,0.739
20210930_0_4,3,20210930,487,0.3159,J23100,+,0,0.7357
20210930_0_4,3,20210930,488,0.3153,J23100,+,0,0.7324
20210930_0_4,3,20210930,489,0.3146,J23100,+,0,0.729
20210930_0_4,3,20210930,490,0.3141,J23100,+,0,0.7263
20210930_0_4,3,20210930,491,0.3134,J23100,+,0,0.7227
20210930_0_4,3,20210930,492,0.3129,J23100,+,0,0.72
20210930_0_4,3,20210930,493,0.3122,J23100,+,0,0.7165
20210930_0_4,3,20210930,494,0.3115,J23100,+,0,0.713
20210930_0_4,3,20210930,495,0.3109,J23100,+,0,0.7098
20210930_0_4,3,20210930,496,0.3102,J23100,+,0,0.706
20210930_0_4,3,20210930,497,0.3096,J23100,+,0,0.7029
20210930_0_4,3,20210930,498,0.3089,J23100,+,0,0.699
20210930_0_4,3,20210930,499,0.3081,J23100,+,0,0.6952
20210930_0_4,3,20210930,500,0.3073,J23100,+,0,0.6906
20210930_0_4,3,20210930,501,0.3065,J23100,+,0,0.6868
20210930_0_4,3,20210930,502,0.3057,J23100,+,0,0.6822
20210930_0_4,3,20210930,503,0.3048,J23100,+,0,0.6776
20210930_0_4,3,20210930,504,0.304,J23100,+,0,0.6735
20210930_0_4,3,20210930,505,0.3031,J23100,+,0,0.6686
20210930_0_4,3,20210930,506,0.3022,J23100,+,0,0.664
20210930_0_4,3,20210930,507,0.3013,J23100,+,0,0.6593
20210930_0_4,3,20210930,508,0.3004,J23100,+,0,0.6546
20210930_0_4,3,20210930,509,0.2994,J23100,+,0,0.6494
20210930_0_4,3,20210930,510,0.2984,J23100,+,0,0.6444
20210930_0_4,3,20210930,511,0.2975,J23100,+,0,0.6394
20210930_0_4,3,20210930,512,0.2964,J23100,+,0,0.634
20210930_0_4,3,20210930,513,0.2953,J23100,+,0,0.6282
20210930_0_4,3,20210930,514,0.2942,J23100,+,0,0.6224
20210930_0_4,3,20210930,515,0.2932,J23100,+,0,0.6168
20210930_0_4,3,20210930,516,0.292,J23100,+,0,0.611
20210930_0_4,3,20210930,517,0.291,J23100,+,0,0.6055
20210930_0_4,3,20210930,518,0.2899,J23100,+,0,0.6
20210930_0_4,3,20210930,519,0.2888,J23100,+,0,0.5942
20210930_0_4,3,20210930,520,0.2878,J23100,+,0,0.5888
20210930_0_4,3,20210930,521,0.2867,J23100,+,0,0.5833
20210930_0_4,3,20210930,522,0.2857,J23100,+,0,0.5778
20210930_0_4,3,20210930,523,0.2846,J23100,+,0,0.5722
20210930_0_4,3,20210930,524,0.2835,J23100,+,0,0.5664
20210930_0_4,3,20210930,525,0.2824,J23100,+,0,0.5608
20210930_0_4,3,20210930,526,0.2813,J23100,+,0,0.5549
20210930_0_4,3,20210930,527,0.2801,J23100,+,0,0.5488
20210930_0_4,3,20210930,528,0.279,J23100,+,0,0.5429
20210930_0_4,3,20210930,529,0.2778,J23100,+,0,0.5366
20210930_0_4,3,20210930,530,0.2766,J23100,+,0,0.5303
20210930_0_4,3,20210930,531,0.2754,J23100,+,0,0.5239
20210930_0_4,3,20210930,532,0.2742,J23100,+,0,0.5178
20210930_0_4,3,20210930,533,0.273,J23100,+,0,0.5112
20210930_0_4,3,20210930,534,0.2717,J23100,+,0,0.5047
20210930_0_4,3,20210930,535,0.2705,J23100,+,0,0.4982
20210930_0_4,3,20210930,536,0.2692,J23100,+,0,0.4917
20210930_0_4,3,20210930,537,0.268,J23100,+,0,0.4854
20210930_0_4,3,20210930,538,0.2668,J23100,+,0,0.4791
20210930_0_4,3,20210930,539,0.2656,J23100,+,0,0.4727
20210930_0_4,3,20210930,540,0.2645,J23100,+,0,0.4667
20210930_0_4,3,20210930,541,0.2633,J23100,+,0,0.4606
20210930_0_4,3,20210930,542,0.2621,J23100,+,0,0.4545
20210930_0_4,3,20210930,543,0.2611,J23100,+,0,0.449
20210930_0_4,3,20210930,544,0.26,J23100,+,0,0.4432
20210930_0_4,3,20210930,545,0.2589,J23100,+,0,0.4376
20210930_0_4,3,20210930,546,0.2579,J23100,+,0,0.4323
20210930_0_4,3,20210930,547,0.2568,J23100,+,0,0.4268
20210930_0_4,3,20210930,548,0.2558,J23100,+,0,0.4216
20210930_0_4,3,20210930,549,0.2549,J23100,+,0,0.4169
20210930_0_4,3,20210930,550,0.254,J23100,+,0,0.4123
20210930_0_4,3,20210930,551,0.2532,J23100,+,0,0.4079
20210930_0_4,3,20210930,552,0.2523,J23100,+,0,0.4033
20210930_0_4,3,20210930,553,0.2515,J23100,+,0,0.3989
20210930_0_4,3,20210930,554,0.2508,J23100,+,0,0.3951
20210930_0_4,3,20210930,555,0.25,J23100,+,0,0.3909
20210930_0_4,3,20210930,556,0.2493,J23100,+,0,0.3875
20210930_0_4,3,20210930,557,0.2487,J23100,+,0,0.3843
20210930_0_4,3,20210930,558,0.248,J23100,+,0,0.3806
20210930_0_4,3,20210930,559,0.2475,J23100,+,0,0.3781
20210930_0_4,3,20210930,560,0.2469,J23100,+,0,0.3749
20210930_0_4,3,20210930,561,0.2464,J23100,+,0,0.3725
20210930_0_4,3,20210930,562,0.2459,J23100,+,0,0.3697
20210930_0_4,3,20210930,563,0.2455,J23100,+,0,0.3674
20210930_0_4,3,20210930,564,0.245,J23100,+,0,0.3651
20210930_0_4,3,20210930,565,0.2446,J23100,+,0,0.3627
20210930_0_4,3,20210930,566,0.2442,J23100,+,0,0.361
20210930_0_4,3,20210930,567,0.2439,J23100,+,0,0.3592
20210930_0_4,3,20210930,568,0.2435,J23100,+,0,0.3573
20210930_0_4,3,20210930,569,0.2432,J23100,+,0,0.3557
20210930_0_4,3,20210930,570,0.2429,J23100,+,0,0.3541
20210930_0_4,3,20210930,571,0.2427,J23100,+,0,0.3529
20210930_0_4,3,20210930,572,0.2424,J23100,+,0,0.3515
20210930_0_4,3,20210930,573,0.2422,J23100,+,0,0.3504
20210930_0_4,3,20210930,574,0.2421,J23100,+,0,0.3496
20210930_0_4,3,20210930,575,0.2419,J23100,+,0,0.3486
20210930_0_4,3,20210930,576,0.2416,J23100,+,0,0.3474
20210930_0_4,3,20210930,577,0.2416,J23100,+,0,0.347
20210930_0_4,3,20210930,578,0.2413,J23100,+,0,0.3457
20210930_0_4,3,20210930,579,0.2411,J23100,+,0,0.3448
20210930_0_4,3,20210930,580,0.241,J23100,+,0,0.344
20210930_0_4,3,20210930,581,0.2408,J23100,+,0,0.3432
20210930_0_4,3,20210930,582,0.2407,J23100,+,0,0.3424
20210930_0_4,3,20210930,583,0.2405,J23100,+,0,0.3416
20210930_0_4,3,20210930,584,0.2405,J23100,+,0,0.3413
20210930_0_4,3,20210930,585,0.2404,J23100,+,0,0.3408
20210930_0_4,3,20210930,586,0.2403,J23100,+,0,0.3402
20210930_0_4,3,20210930,587,0.2401,J23100,+,0,0.3396
20210930_0_4,3,20210930,588,0.2401,J23100,+,0,0.3395
20210930_0_4,3,20210930,589,0.2401,J23100,+,0,0.3394
20210930_0_4,3,20210930,590,0.2401,J23100,+,0,0.3392
20210930_0_4,3,20210930,591,0.2401,J23100,+,0,0.3392
20210930_0_4,3,20210930,592,0.2401,J23100,+,0,0.3392
20210930_0_4,3,20210930,593,0.24,J23100,+,0,0.339
20210930_0_4,3,20210930,594,0.2401,J23100,+,0,0.3395
20210930_0_4,3,20210930,595,0.2401,J23100,+,0,0.3395
20210930_0_4,3,20210930,596,0.2402,J23100,+,0,0.3401
20210930_0_4,3,20210930,597,0.2403,J23100,+,0,0.3406
20210930_0_4,3,20210930,598,0.2404,J23100,+,0,0.3411
20210930_0_4,3,20210930,599,0.2406,J23100,+,0,0.3421
20210930_0_4,3,20210930,600,0.2408,J23100,+,0,0.343
20210930_0_4,3,20210930,601,0.241,J23100,+,0,0.344
20210930_0_4,3,20210930,602,0.2413,J23100,+,0,0.3458
20210930_0_4,3,20210930,603,0.2417,J23100,+,0,0.3476
20210930_0_4,3,20210930,604,0.242,J23100,+,0,0.3494
20210930_0_4,3,20210930,605,0.2425,J23100,+,0,0.3519
20210930_0_4,3,20210930,606,0.243,J23100,+,0,0.3546
20210930_0_4,3,20210930,607,0.2436,J23100,+,0,0.3578
20210930_0_4,3,20210930,608,0.2443,J23100,+,0,0.3615
20210930_0_4,3,20210930,609,0.245,J23100,+,0,0.365
20210930_0_4,3,20210930,610,0.2459,J23100,+,0,0.3695
20210930_0_4,3,20210930,611,0.2468,J23100,+,0,0.3742
20210930_0_4,3,20210930,612,0.2477,J23100,+,0,0.3793
20210930_0_4,3,20210930,613,0.2488,J23100,+,0,0.3847
20210930_0_4,3,20210930,614,0.2498,J23100,+,0,0.3902
20210930_0_4,3,20210930,615,0.2509,J23100,+,0,0.396
20210930_0_4,3,20210930,616,0.252,J23100,+,0,0.4018
20210930_0_4,3,20210930,617,0.2532,J23100,+,0,0.4079
20210930_0_4,3,20210930,618,0.2543,J23100,+,0,0.4139
20210930_0_4,3,20210930,619,0.2554,J23100,+,0,0.4195
20210930_0_4,3,20210930,620,0.2564,J23100,+,0,0.4247
20210930_0_4,3,20210930,621,0.2574,J23100,+,0,0.4299
20210930_0_4,3,20210930,622,0.2583,J23100,+,0,0.4348
20210930_0_4,3,20210930,623,0.2592,J23100,+,0,0.439
20210930_0_4,3,20210930,624,0.26,J23100,+,0,0.4432
20210930_0_4,3,20210930,625,0.2606,J23100,+,0,0.4465
20210930_0_4,3,20210930,626,0.2611,J23100,+,0,0.4494
20210930_0_4,3,20210930,627,0.2616,J23100,+,0,0.4516
20210930_0_4,3,20210930,628,0.2619,J23100,+,0,0.4535
20210930_0_4,3,20210930,629,0.2622,J23100,+,0,0.455
20210930_0_4,3,20210930,630,0.2624,J23100,+,0,0.4558
20210930_0_4,3,20210930,631,0.2624,J23100,+,0,0.4561
20210930_0_4,3,20210930,632,0.2623,J23100,+,0,0.4557
20210930_0_4,3,20210930,633,0.2622,J23100,+,0,0.4548
20210930_0_4,3,20210930,634,0.2618,J23100,+,0,0.4528
20210930_0_4,3,20210930,635,0.2614,J23100,+,0,0.4508
20210930_0_4,3,20210930,636,0.2608,J23100,+,0,0.4477
20210930_0_4,3,20210930,637,0.26,J23100,+,0,0.4437
20210930_0_4,3,20210930,638,0.2592,J23100,+,0,0.439
20210930_0_4,3,20210930,639,0.2582,J23100,+,0,0.4339
20210930_0_4,3,20210930,640,0.257,J23100,+,0,0.4276
20210930_0_4,3,20210930,641,0.2557,J23100,+,0,0.4212
20210930_0_4,3,20210930,642,0.2545,J23100,+,0,0.4146
20210930_0_4,3,20210930,643,0.2531,J23100,+,0,0.4072
20210930_0_4,3,20210930,644,0.2517,J23100,+,0,0.4002
20210930_0_4,3,20210930,645,0.2504,J23100,+,0,0.3931
20210930_0_4,3,20210930,646,0.2489,J23100,+,0,0.3853
20210930_0_4,3,20210930,647,0.2476,J23100,+,0,0.3784
20210930_0_4,3,20210930,648,0.2462,J23100,+,0,0.3712
20210930_0_4,3,20210930,649,0.2449,J23100,+,0,0.3643
20210930_0_4,3,20210930,650,0.2436,J23100,+,0,0.3575
20210930_0_4,3,20210930,651,0.2423,J23100,+,0,0.351
20210930_0_4,3,20210930,652,0.2411,J23100,+,0,0.3445
20210930_0_4,3,20210930,653,0.2399,J23100,+,0,0.3386
20210930_0_4,3,20210930,654,0.2387,J23100,+,0,0.3322
20210930_0_4,3,20210930,655,0.2377,J23100,+,0,0.327
20210930_0_4,3,20210930,656,0.2367,J23100,+,0,0.3218
20210930_0_4,3,20210930,657,0.2357,J23100,+,0,0.3162
20210930_0_4,3,20210930,658,0.2349,J23100,+,0,0.312
20210930_0_4,3,20210930,659,0.2341,J23100,+,0,0.3078
20210930_0_4,3,20210930,660,0.2334,J23100,+,0,0.3042
20210930_0_4,3,20210930,661,0.2329,J23100,+,0,0.3018
20210930_0_4,3,20210930,662,0.2326,J23100,+,0,0.3003
20210930_0_4,3,20210930,663,0.2325,J23100,+,0,0.2997
20210930_0_4,3,20210930,664,0.2327,J23100,+,0,0.3005
20210930_0_4,3,20210930,665,0.2331,J23100,+,0,0.3025
20210930_0_4,3,20210930,666,0.2336,J23100,+,0,0.3054
20210930_0_4,3,20210930,667,0.2344,J23100,+,0,0.3094
20210930_0_4,3,20210930,668,0.2354,J23100,+,0,0.3147
20210930_0_4,3,20210930,669,0.2364,J23100,+,0,0.3201
20210930_0_4,3,20210930,670,0.2376,J23100,+,0,0.3262
20210930_0_4,3,20210930,671,0.2387,J23100,+,0,0.3322
20210930_0_4,3,20210930,672,0.2399,J23100,+,0,0.3383
20210930_0_4,3,20210930,673,0.2411,J23100,+,0,0.3445
20210930_0_4,3,20210930,674,0.2422,J23100,+,0,0.3502
20210930_0_4,3,20210930,675,0.2433,J23100,+,0,0.3563
20210930_0_4,3,20210930,676,0.2446,J23100,+,0,0.3632
20210930_0_4,3,20210930,677,0.246,J23100,+,0,0.3703
20210930_0_4,3,20210930,678,0.2475,J23100,+,0,0.3782
20210930_0_4,3,20210930,679,0.2491,J23100,+,0,0.3862
20210930_0_4,3,20210930,680,0.2506,J23100,+,0,0.3945
20210930_0_4,3,20210930,681,0.2519,J23100,+,0,0.4012
20210930_0_4,3,20210930,682,0.2529,J23100,+,0,0.4064
20210930_0_4,3,20210930,683,0.2535,J23100,+,0,0.4095
20210930_0_4,3,20210930,684,0.2536,J23100,+,0,0.4098
20210930_0_4,3,20210930,685,0.2531,J23100,+,0,0.4076
20210930_0_4,3,20210930,686,0.2521,J23100,+,0,0.4023
20210930_0_4,3,20210930,687,0.2506,J23100,+,0,0.3941
20210930_0_4,3,20210930,688,0.2486,J23100,+,0,0.3841
20210930_0_4,3,20210930,689,0.2463,J23100,+,0,0.3719
20210930_0_4,3,20210930,690,0.2438,J23100,+,0,0.3587
20210930_0_4,3,20210930,691,0.241,J23100,+,0,0.3442
20210930_0_4,3,20210930,692,0.2382,J23100,+,0,0.3293
20210930_0_4,3,20210930,693,0.2354,J23100,+,0,0.315
20210930_0_4,3,20210930,694,0.2326,J23100,+,0,0.3004
20210930_0_4,3,20210930,695,0.23,J23100,+,0,0.2868
20210930_0_4,3,20210930,696,0.2276,J23100,+,0,0.2741
20210930_0_4,3,20210930,697,0.2253,J23100,+,0,0.2618
20210930_0_4,3,20210930,698,0.2231,J23100,+,0,0.2504
20210930_0_4,3,20210930,699,0.2211,J23100,+,0,0.2399
20210930_0_4,3,20210930,700,0.2198,J23100,+,0,0.2332
20210930_0_4,3,20210930,701,0.2174,J23100,+,0,0.2208
20210930_0_4,3,20210930,702,0.2157,J23100,+,0,0.2117
20210930_0_4,3,20210930,703,0.2141,J23100,+,0,0.2035
20210930_0_4,3,20210930,704,0.2127,J23100,+,0,0.196
20210930_0_4,3,20210930,705,0.2112,J23100,+,0,0.1885
20210930_0_4,3,20210930,706,0.2098,J23100,+,0,0.1811
20210930_0_4,3,20210930,707,0.2085,J23100,+,0,0.1741
20210930_0_4,3,20210930,708,0.2072,J23100,+,0,0.1673
20210930_0_4,3,20210930,709,0.2059,J23100,+,0,0.1607
20210930_0_4,3,20210930,710,0.2047,J23100,+,0,0.1544
20210930_0_4,3,20210930,711,0.2036,J23100,+,0,0.1483
20210930_0_4,3,20210930,712,0.2024,J23100,+,0,0.1423
20210930_0_4,3,20210930,713,0.2013,J23100,+,0,0.1365
