sample_id,measurement_name,block_name,nm,abs,strain,induction,timepoint,norm_abs
20210930_7_6,11,20210930,673,0.5533,Prha,+,7,0.4266
20210930_7_6,11,20210930,674,0.5553,Prha,+,7,0.4352
20210930_7_6,11,20210930,675,0.5575,Prha,+,7,0.4439
20210930_7_6,11,20210930,676,0.5597,Prha,+,7,0.4531
20210930_7_6,11,20210930,677,0.5621,Prha,+,7,0.4629
20210930_7_6,11,20210930,678,0.5644,Prha,+,7,0.4724
20210930_7_6,11,20210930,679,0.5668,Prha,+,7,0.4823
20210930_7_6,11,20210930,680,0.569,Prha,+,7,0.4914
20210930_7_6,11,20210930,681,0.5708,Prha,+,7,0.4987
20210930_7_6,11,20210930,682,0.5717,Prha,+,7,0.5026
20210930_7_6,11,20210930,683,0.572,Prha,+,7,0.5036
20210930_7_6,11,20210930,684,0.5712,Prha,+,7,0.5007
20210930_7_6,11,20210930,685,0.5696,Prha,+,7,0.4938
20210930_7_6,11,20210930,686,0.5669,Prha,+,7,0.483
20210930_7_6,11,20210930,687,0.5635,Prha,+,7,0.4688
20210930_7_6,11,20210930,688,0.5593,Prha,+,7,0.4517
20210930_7_6,11,20210930,689,0.5548,Prha,+,7,0.433
20210930_7_6,11,20210930,690,0.54990000000000006,Prha,+,7,0.4127
20210930_7_6,11,20210930,691,0.5449,Prha,+,7,0.3923
20210930_7_6,11,20210930,692,0.5399,Prha,+,7,0.3716
20210930_7_6,11,20210930,693,0.5351,Prha,+,7,0.352
20210930_7_6,11,20210930,694,0.5304,Prha,+,7,0.3324
20210930_7_6,11,20210930,695,0.5261,Prha,+,7,0.3147
20210930_7_6,11,20210930,696,0.5221,Prha,+,7,0.2982
20210930_7_6,11,20210930,697,0.5184,Prha,+,7,0.2829
20210930_7_6,11,20210930,698,0.5149,Prha,+,7,0.2688
20210930_7_6,11,20210930,699,0.5117,Prha,+,7,0.2556
20210930_7_6,11,20210930,700,0.5096,Prha,+,7,0.2468
20210930_7_6,11,20210930,701,0.506,Prha,+,7,0.232
20210930_7_6,11,20210930,702,0.5035,Prha,+,7,0.2215
20210930_7_6,11,20210930,703,0.5011,Prha,+,7,0.2119
20210930_7_6,11,20210930,704,0.4988,Prha,+,7,0.2025
20210930_7_6,11,20210930,705,0.4967,Prha,+,7,0.1938
20210930_7_6,11,20210930,706,0.4947,Prha,+,7,0.1854
20210930_7_6,11,20210930,707,0.4927,Prha,+,7,0.1772
20210930_7_6,11,20210930,708,0.4909,Prha,+,7,0.1697
20210930_7_6,11,20210930,709,0.489,Prha,+,7,0.1621
20210930_7_6,11,20210930,710,0.4873,Prha,+,7,0.1551
20210930_7_6,11,20210930,711,0.4857,Prha,+,7,0.1482
20210930_7_6,11,20210930,712,0.4841,Prha,+,7,0.1416
20210930_7_6,11,20210930,713,0.4826,Prha,+,7,0.1356
20210930_7_6,11,20210930,714,0.4811,Prha,+,7,0.1294
20210930_7_6,11,20210930,715,0.4797,Prha,+,7,0.1236
20210930_7_6,11,20210930,716,0.4784,Prha,+,7,0.1182
20210930_7_6,11,20210930,717,0.477,Prha,+,7,0.1124
20210930_7_6,11,20210930,718,0.4757,Prha,+,7,0.1074
20210930_7_6,11,20210930,719,0.4746,Prha,+,7,0.1027
20210930_7_6,11,20210930,720,0.4734,Prha,+,7,0.0977
20210930_7_6,11,20210930,721,0.4723,Prha,+,7,0.093
20210930_7_6,11,20210930,722,0.4712,Prha,+,7,0.0886
20210930_7_6,11,20210930,723,0.4701,Prha,+,7,0.084
20210930_7_6,11,20210930,724,0.469,Prha,+,7,0.0795
20210930_7_6,11,20210930,725,0.4681,Prha,+,7,0.0757
20210930_7_6,11,20210930,726,0.4671,Prha,+,7,0.0716
20210930_7_6,11,20210930,727,0.4661,Prha,+,7,0.0676
20210930_7_6,11,20210930,728,0.4652,Prha,+,7,0.0639
20210930_7_6,11,20210930,729,0.4642,Prha,+,7,0.06
20210930_7_6,11,20210930,730,0.4634,Prha,+,7,0.0566
20210930_7_6,11,20210930,731,0.4626,Prha,+,7,0.0532
20210930_7_6,11,20210930,732,0.4618,Prha,+,7,0.0499
20210930_7_6,11,20210930,733,0.461,Prha,+,7,0.0468
20210930_7_6,11,20210930,734,0.4603,Prha,+,7,0.0438
20210930_7_6,11,20210930,735,0.4595,Prha,+,7,0.0406
20210930_7_6,11,20210930,736,0.4588,Prha,+,7,0.0375
20210930_7_6,11,20210930,737,0.4581,Prha,+,7,0.0345
20210930_7_6,11,20210930,738,0.4573,Prha,+,7,0.0315
20210930_7_6,11,20210930,739,0.4566,Prha,+,7,0.0286
20210930_7_6,11,20210930,740,0.456,Prha,+,7,0.0259
20210930_7_6,11,20210930,741,0.4552,Prha,+,7,0.0229
20210930_7_6,11,20210930,742,0.4546,Prha,+,7,0.0205
20210930_7_6,11,20210930,743,0.4539,Prha,+,7,0.0175
20210930_7_6,11,20210930,744,0.4533,Prha,+,7,0.0147
20210930_7_6,11,20210930,745,0.4526,Prha,+,7,0.0122
20210930_7_6,11,20210930,746,0.4521,Prha,+,7,0.0099
20210930_7_6,11,20210930,747,0.4515,Prha,+,7,0.0074
20210930_7_6,11,20210930,748,0.4508,Prha,+,7,0.0046
20210930_7_6,11,20210930,749,0.4503,Prha,+,7,0.0024
20210930_7_6,11,20210930,750,0.4497,Prha,+,7,0
20210930_7_7,12,20210930,400,0.5818,petE,-,7,0.9037
20210930_7_7,12,20210930,401,0.5811,petE,-,7,0.9013
20210930_7_7,12,20210930,402,0.5802,petE,-,7,0.8986
20210930_7_7,12,20210930,403,0.5794,petE,-,7,0.896
20210930_7_7,12,20210930,404,0.5795,petE,-,7,0.8962
20210930_7_7,12,20210930,405,0.5788,petE,-,7,0.8938
20210930_7_7,12,20210930,406,0.579,petE,-,7,0.8944
20210930_7_7,12,20210930,407,0.5791,petE,-,7,0.8949
20210930_7_7,12,20210930,408,0.5795,petE,-,7,0.8961
20210930_7_7,12,20210930,409,0.58,petE,-,7,0.8979
20210930_7_7,12,20210930,410,0.5806,petE,-,7,0.8999
20210930_7_7,12,20210930,411,0.5817,petE,-,7,0.9035
20210930_7_7,12,20210930,412,0.5821,petE,-,7,0.9048
20210930_7_7,12,20210930,413,0.5834,petE,-,7,0.9089
20210930_7_7,12,20210930,414,0.5842,petE,-,7,0.9118
20210930_7_7,12,20210930,415,0.5853,petE,-,7,0.9152
20210930_7_7,12,20210930,416,0.5861,petE,-,7,0.9179
20210930_7_7,12,20210930,417,0.5868,petE,-,7,0.9202
20210930_7_7,12,20210930,418,0.5876,petE,-,7,0.9228
20210930_7_7,12,20210930,419,0.5883,petE,-,7,0.925
20210930_7_7,12,20210930,420,0.5887,petE,-,7,0.9264
20210930_7_7,12,20210930,421,0.5891,petE,-,7,0.9276
20210930_7_7,12,20210930,422,0.5895,petE,-,7,0.9292
20210930_7_7,12,20210930,423,0.5894,petE,-,7,0.9287
20210930_7_7,12,20210930,424,0.5897,petE,-,7,0.9297
20210930_7_7,12,20210930,425,0.5894,petE,-,7,0.9288
20210930_7_7,12,20210930,426,0.5896,petE,-,7,0.9293
20210930_7_7,12,20210930,427,0.5898,petE,-,7,0.9301
20210930_7_7,12,20210930,428,0.5903,petE,-,7,0.9318
20210930_7_7,12,20210930,429,0.5905,petE,-,7,0.9325
20210930_7_7,12,20210930,430,0.591,petE,-,7,0.934
20210930_7_7,12,20210930,431,0.5922,petE,-,7,0.938
20210930_7_7,12,20210930,432,0.594,petE,-,7,0.9438
20210930_7_7,12,20210930,433,0.595,petE,-,7,0.9473
20210930_7_7,12,20210930,434,0.5965,petE,-,7,0.952
20210930_7_7,12,20210930,435,0.5987,petE,-,7,0.9593
20210930_7_7,12,20210930,436,0.6006,petE,-,7,0.9655
20210930_7_7,12,20210930,437,0.6026,petE,-,7,0.9722
20210930_7_7,12,20210930,438,0.6045,petE,-,7,0.9785
20210930_7_7,12,20210930,439,0.6065,petE,-,7,0.9849
20210930_7_7,12,20210930,440,0.6083,petE,-,7,0.9908
20210930_7_7,12,20210930,441,0.6097,petE,-,7,0.9954
20210930_7_7,12,20210930,442,0.6106,petE,-,7,0.9984
20210930_7_7,12,20210930,443,0.6108,petE,-,7,0.9993
20210930_7_7,12,20210930,444,0.6111,petE,-,7,1
20210930_7_7,12,20210930,445,0.61,petE,-,7,0.9965
20210930_7_7,12,20210930,446,0.6087,petE,-,7,0.9921
20210930_7_7,12,20210930,447,0.6068,petE,-,7,0.9859
20210930_7_7,12,20210930,448,0.6041,petE,-,7,0.977
20210930_7_7,12,20210930,449,0.6013,petE,-,7,0.9679
20210930_7_7,12,20210930,450,0.598,petE,-,7,0.9571
20210930_7_7,12,20210930,451,0.5946,petE,-,7,0.9459
20210930_7_7,12,20210930,452,0.5908,petE,-,7,0.9335
20210930_7_7,12,20210930,453,0.5874,petE,-,7,0.9223
20210930_7_7,12,20210930,454,0.5838,petE,-,7,0.9104
20210930_7_7,12,20210930,455,0.5806,petE,-,7,0.8998
20210930_7_7,12,20210930,456,0.5773,petE,-,7,0.8889
20210930_7_7,12,20210930,457,0.5744,petE,-,7,0.8795
20210930_7_7,12,20210930,458,0.5715,petE,-,7,0.87
20210930_7_7,12,20210930,459,0.5693,petE,-,7,0.8627
20210930_7_7,12,20210930,460,0.5665,petE,-,7,0.8536
20210930_7_7,12,20210930,461,0.5646,petE,-,7,0.8473
20210930_7_7,12,20210930,462,0.5628,petE,-,7,0.8414
20210930_7_7,12,20210930,463,0.5607,petE,-,7,0.8344
20210930_7_7,12,20210930,464,0.5591,petE,-,7,0.8291
20210930_7_7,12,20210930,465,0.5572,petE,-,7,0.823
20210930_7_7,12,20210930,466,0.5557,petE,-,7,0.8179
20210930_7_7,12,20210930,467,0.5541,petE,-,7,0.8127
20210930_7_7,12,20210930,468,0.5526,petE,-,7,0.8078
20210930_7_7,12,20210930,469,0.551,petE,-,7,0.8026
20210930_7_7,12,20210930,470,0.5496,petE,-,7,0.7979
20210930_7_7,12,20210930,471,0.5476,petE,-,7,0.7914
20210930_7_7,12,20210930,472,0.546,petE,-,7,0.786
20210930_7_7,12,20210930,473,0.5446,petE,-,7,0.7814
20210930_7_7,12,20210930,474,0.5432,petE,-,7,0.7767
20210930_7_7,12,20210930,475,0.5417,petE,-,7,0.7718
20210930_7_7,12,20210930,476,0.5403,petE,-,7,0.7673
20210930_7_7,12,20210930,477,0.539,petE,-,7,0.763
20210930_7_7,12,20210930,478,0.5376,petE,-,7,0.7584
20210930_7_7,12,20210930,479,0.5363,petE,-,7,0.7542
20210930_7_7,12,20210930,480,0.5351,petE,-,7,0.7503
20210930_7_7,12,20210930,481,0.534,petE,-,7,0.7467
20210930_7_7,12,20210930,482,0.5329,petE,-,7,0.7431
20210930_7_7,12,20210930,483,0.5319,petE,-,7,0.7397
20210930_7_7,12,20210930,484,0.5308,petE,-,7,0.736
20210930_7_7,12,20210930,485,0.5299,petE,-,7,0.733
20210930_7_7,12,20210930,486,0.5289,petE,-,7,0.7298
20210930_7_7,12,20210930,487,0.5281,petE,-,7,0.7271
20210930_7_7,12,20210930,488,0.5271,petE,-,7,0.7239
20210930_7_7,12,20210930,489,0.5262,petE,-,7,0.7211
20210930_7_7,12,20210930,490,0.5254,petE,-,7,0.7182
20210930_7_7,12,20210930,491,0.5246,petE,-,7,0.7155
20210930_7_7,12,20210930,492,0.5237,petE,-,7,0.7127
20210930_7_7,12,20210930,493,0.5228,petE,-,7,0.7097
20210930_7_7,12,20210930,494,0.5219,petE,-,7,0.7068
20210930_7_7,12,20210930,495,0.5209,petE,-,7,0.7034
20210930_7_7,12,20210930,496,0.52,petE,-,7,0.7004
20210930_7_7,12,20210930,497,0.5188,petE,-,7,0.6966
20210930_7_7,12,20210930,498,0.5177,petE,-,7,0.6928
20210930_7_7,12,20210930,499,0.5165,petE,-,7,0.6889
20210930_7_7,12,20210930,500,0.5152,petE,-,7,0.6848
20210930_7_7,12,20210930,501,0.5139,petE,-,7,0.6806
20210930_7_7,12,20210930,502,0.5128,petE,-,7,0.6767
20210930_7_7,12,20210930,503,0.5114,petE,-,7,0.6721
20210930_7_7,12,20210930,504,0.51,petE,-,7,0.6676
20210930_7_7,12,20210930,505,0.5085,petE,-,7,0.6627
20210930_7_7,12,20210930,506,0.5072,petE,-,7,0.6584
20210930_7_7,12,20210930,507,0.5058,petE,-,7,0.6537
20210930_7_7,12,20210930,508,0.5043,petE,-,7,0.6489
20210930_7_7,12,20210930,509,0.5028,petE,-,7,0.6439
20210930_7_7,12,20210930,510,0.5011,petE,-,7,0.6384
20210930_7_7,12,20210930,511,0.4995,petE,-,7,0.633
20210930_7_7,12,20210930,512,0.4978,petE,-,7,0.6276
20210930_7_7,12,20210930,513,0.4961,petE,-,7,0.622
20210930_7_7,12,20210930,514,0.4944,petE,-,7,0.6164
20210930_7_7,12,20210930,515,0.4927,petE,-,7,0.6107
20210930_7_7,12,20210930,516,0.491,petE,-,7,0.605
20210930_7_7,12,20210930,517,0.4893,petE,-,7,0.5995
20210930_7_7,12,20210930,518,0.4876,petE,-,7,0.594
20210930_7_7,12,20210930,519,0.4859,petE,-,7,0.5885
20210930_7_7,12,20210930,520,0.4843,petE,-,7,0.5831
20210930_7_7,12,20210930,521,0.4826,petE,-,7,0.5774
20210930_7_7,12,20210930,522,0.481,petE,-,7,0.5723
20210930_7_7,12,20210930,523,0.4793,petE,-,7,0.5666
20210930_7_7,12,20210930,524,0.4775,petE,-,7,0.5608
20210930_7_7,12,20210930,525,0.4758,petE,-,7,0.5552
20210930_7_7,12,20210930,526,0.474,petE,-,7,0.5493
20210930_7_7,12,20210930,527,0.4722,petE,-,7,0.5434
20210930_7_7,12,20210930,528,0.4704,petE,-,7,0.5373
20210930_7_7,12,20210930,529,0.4686,petE,-,7,0.5314
20210930_7_7,12,20210930,530,0.4667,petE,-,7,0.5253
20210930_7_7,12,20210930,531,0.4649,petE,-,7,0.5193
20210930_7_7,12,20210930,532,0.4629,petE,-,7,0.5128
20210930_7_7,12,20210930,533,0.4611,petE,-,7,0.5067
20210930_7_7,12,20210930,534,0.4591,petE,-,7,0.5003
20210930_7_7,12,20210930,535,0.4572,petE,-,7,0.4939
20210930_7_7,12,20210930,536,0.4553,petE,-,7,0.4878
20210930_7_7,12,20210930,537,0.4535,petE,-,7,0.4818
20210930_7_7,12,20210930,538,0.4517,petE,-,7,0.4758
20210930_7_7,12,20210930,539,0.4498,petE,-,7,0.4697
20210930_7_7,12,20210930,540,0.4481,petE,-,7,0.464
20210930_7_7,12,20210930,541,0.4463,petE,-,7,0.4581
20210930_7_7,12,20210930,542,0.4446,petE,-,7,0.4524
20210930_7_7,12,20210930,543,0.4429,petE,-,7,0.4471
20210930_7_7,12,20210930,544,0.4413,petE,-,7,0.4416
20210930_7_7,12,20210930,545,0.4396,petE,-,7,0.4362
20210930_7_7,12,20210930,546,0.4381,petE,-,7,0.43120000000000003
20210930_7_7,12,20210930,547,0.4367,petE,-,7,0.4264
20210930_7_7,12,20210930,548,0.4352,petE,-,7,0.4216
20210930_7_7,12,20210930,549,0.4337,petE,-,7,0.4168
20210930_7_7,12,20210930,550,0.4325,petE,-,7,0.4127
20210930_7_7,12,20210930,551,0.4313,petE,-,7,0.4087
20210930_7_7,12,20210930,552,0.43,petE,-,7,0.4046
20210930_7_7,12,20210930,553,0.4289,petE,-,7,0.4008
20210930_7_7,12,20210930,554,0.4278,petE,-,7,0.3974
20210930_7_7,12,20210930,555,0.4268,petE,-,7,0.3939
20210930_7_7,12,20210930,556,0.4258,petE,-,7,0.3908
20210930_7_7,12,20210930,557,0.4249,petE,-,7,0.3878
20210930_7_7,12,20210930,558,0.4241,petE,-,7,0.3851
20210930_7_7,12,20210930,559,0.4233,petE,-,7,0.3825
20210930_7_7,12,20210930,560,0.4225,petE,-,7,0.38
20210930_7_7,12,20210930,561,0.4219,petE,-,7,0.3778
20210930_7_7,12,20210930,562,0.4213,petE,-,7,0.3758
20210930_7_7,12,20210930,563,0.4206,petE,-,7,0.3737
20210930_7_7,12,20210930,564,0.4201,petE,-,7,0.372
20210930_7_7,12,20210930,565,0.4196,petE,-,7,0.3703
20210930_7_7,12,20210930,566,0.4191,petE,-,7,0.36870000000000003
20210930_7_7,12,20210930,567,0.4187,petE,-,7,0.3672
20210930_7_7,12,20210930,568,0.4182,petE,-,7,0.3658
20210930_7_7,12,20210930,569,0.4179,petE,-,7,0.3649
20210930_7_7,12,20210930,570,0.4176,petE,-,7,0.3637
20210930_7_7,12,20210930,571,0.4173,petE,-,7,0.3628
20210930_7_7,12,20210930,572,0.417,petE,-,7,0.3618
20210930_7_7,12,20210930,573,0.4168,petE,-,7,0.3609
20210930_7_7,12,20210930,574,0.4166,petE,-,7,0.3605
20210930_7_7,12,20210930,575,0.4163,petE,-,7,0.3596
20210930_7_7,12,20210930,576,0.4162,petE,-,7,0.3593
20210930_7_7,12,20210930,577,0.416,petE,-,7,0.3586
20210930_7_7,12,20210930,578,0.4158,petE,-,7,0.3579
20210930_7_7,12,20210930,579,0.4158,petE,-,7,0.3577
20210930_7_7,12,20210930,580,0.4156,petE,-,7,0.3572
20210930_7_7,12,20210930,581,0.4155,petE,-,7,0.3567
20210930_7_7,12,20210930,582,0.4154,petE,-,7,0.3565
20210930_7_7,12,20210930,583,0.4153,petE,-,7,0.3561
20210930_7_7,12,20210930,584,0.4152,petE,-,7,0.356
20210930_7_7,12,20210930,585,0.4151,petE,-,7,0.3556
20210930_7_7,12,20210930,586,0.4152,petE,-,7,0.3557
20210930_7_7,12,20210930,587,0.4151,petE,-,7,0.3554
20210930_7_7,12,20210930,588,0.415,petE,-,7,0.3553
20210930_7_7,12,20210930,589,0.4151,petE,-,7,0.3555
20210930_7_7,12,20210930,590,0.4152,petE,-,7,0.3558
20210930_7_7,12,20210930,591,0.4152,petE,-,7,0.356
20210930_7_7,12,20210930,592,0.4154,petE,-,7,0.3565
20210930_7_7,12,20210930,593,0.4155,petE,-,7,0.357
20210930_7_7,12,20210930,594,0.4157,petE,-,7,0.3575
20210930_7_7,12,20210930,595,0.4159,petE,-,7,0.3582
20210930_7_7,12,20210930,596,0.4162,petE,-,7,0.359
20210930_7_7,12,20210930,597,0.4164,petE,-,7,0.3599
20210930_7_7,12,20210930,598,0.4168,petE,-,7,0.361
20210930_7_7,12,20210930,599,0.4171,petE,-,7,0.362
20210930_7_7,12,20210930,600,0.4175,petE,-,7,0.3633
20210930_7_7,12,20210930,601,0.418,petE,-,7,0.3651
20210930_7_7,12,20210930,602,0.4186,petE,-,7,0.367
20210930_7_7,12,20210930,603,0.4192,petE,-,7,0.3691
20210930_7_7,12,20210930,604,0.42,petE,-,7,0.3717
20210930_7_7,12,20210930,605,0.421,petE,-,7,0.3748
20210930_7_7,12,20210930,606,0.422,petE,-,7,0.3781
20210930_7_7,12,20210930,607,0.4231,petE,-,7,0.3817
20210930_7_7,12,20210930,608,0.4242,petE,-,7,0.3855
20210930_7_7,12,20210930,609,0.4256,petE,-,7,0.3901
20210930_7_7,12,20210930,610,0.4271,petE,-,7,0.395
20210930_7_7,12,20210930,611,0.4287,petE,-,7,0.4004
20210930_7_7,12,20210930,612,0.4304,petE,-,7,0.4059
20210930_7_7,12,20210930,613,0.4322,petE,-,7,0.4117
20210930_7_7,12,20210930,614,0.4341,petE,-,7,0.418
20210930_7_7,12,20210930,615,0.436,petE,-,7,0.4243
20210930_7_7,12,20210930,616,0.4379,petE,-,7,0.4306
20210930_7_7,12,20210930,617,0.4399,petE,-,7,0.437
20210930_7_7,12,20210930,618,0.4418,petE,-,7,0.4434
20210930_7_7,12,20210930,619,0.4436,petE,-,7,0.4494
20210930_7_7,12,20210930,620,0.4455,petE,-,7,0.4554
20210930_7_7,12,20210930,621,0.4471,petE,-,7,0.4609
20210930_7_7,12,20210930,622,0.4486,petE,-,7,0.4657
20210930_7_7,12,20210930,623,0.45,petE,-,7,0.4704
20210930_7_7,12,20210930,624,0.4513,petE,-,7,0.4745
20210930_7_7,12,20210930,625,0.4523,petE,-,7,0.478
20210930_7_7,12,20210930,626,0.4532,petE,-,7,0.481
20210930_7_7,12,20210930,627,0.4539,petE,-,7,0.4832
20210930_7_7,12,20210930,628,0.4545,petE,-,7,0.485
20210930_7_7,12,20210930,629,0.4549,petE,-,7,0.4864
20210930_7_7,12,20210930,630,0.455,petE,-,7,0.4866
20210930_7_7,12,20210930,631,0.455,petE,-,7,0.4867
20210930_7_7,12,20210930,632,0.4548,petE,-,7,0.4862
20210930_7_7,12,20210930,633,0.4544,petE,-,7,0.4848
20210930_7_7,12,20210930,634,0.4538,petE,-,7,0.4827
20210930_7_7,12,20210930,635,0.4529,petE,-,7,0.4797
20210930_7_7,12,20210930,636,0.4518,petE,-,7,0.4761
20210930_7_7,12,20210930,637,0.4504,petE,-,7,0.4717
20210930_7_7,12,20210930,638,0.4488,petE,-,7,0.4662
20210930_7_7,12,20210930,639,0.4469,petE,-,7,0.46
20210930_7_7,12,20210930,640,0.4449,petE,-,7,0.4535
20210930_7_7,12,20210930,641,0.4427,petE,-,7,0.4464
20210930_7_7,12,20210930,642,0.4404,petE,-,7,0.4389
20210930_7_7,12,20210930,643,0.4381,petE,-,7,0.43120000000000003
20210930_7_7,12,20210930,644,0.4357,petE,-,7,0.4232
20210930_7_7,12,20210930,645,0.4333,petE,-,7,0.4153
20210930_7_7,12,20210930,646,0.4309,petE,-,7,0.4073
20210930_7_7,12,20210930,647,0.4285,petE,-,7,0.3997
20210930_7_7,12,20210930,648,0.4262,petE,-,7,0.3921
20210930_7_7,12,20210930,649,0.4239,petE,-,7,0.3845
20210930_7_7,12,20210930,650,0.4217,petE,-,7,0.3772
20210930_7_7,12,20210930,651,0.4196,petE,-,7,0.3703
20210930_7_7,12,20210930,652,0.4176,petE,-,7,0.3637
20210930_7_7,12,20210930,653,0.4156,petE,-,7,0.357
20210930_7_7,12,20210930,654,0.4136,petE,-,7,0.3507
20210930_7_7,12,20210930,655,0.4119,petE,-,7,0.3449
20210930_7_7,12,20210930,656,0.4102,petE,-,7,0.3395
20210930_7_7,12,20210930,657,0.4086,petE,-,7,0.3341
20210930_7_7,12,20210930,658,0.4072,petE,-,7,0.3295
20210930_7_7,12,20210930,659,0.406,petE,-,7,0.3257
20210930_7_7,12,20210930,660,0.4051,petE,-,7,0.3225
20210930_7_7,12,20210930,661,0.4043,petE,-,7,0.3201
20210930_7_7,12,20210930,662,0.4039,petE,-,7,0.3186
20210930_7_7,12,20210930,663,0.4039,petE,-,7,0.3188
20210930_7_7,12,20210930,664,0.4043,petE,-,7,0.3199
20210930_7_7,12,20210930,665,0.405,petE,-,7,0.3225
20210930_7_7,12,20210930,666,0.4062,petE,-,7,0.3261
20210930_7_7,12,20210930,667,0.4077,petE,-,7,0.3312
20210930_7_7,12,20210930,668,0.4094,petE,-,7,0.3368
20210930_7_7,12,20210930,669,0.4113,petE,-,7,0.3431
20210930_7_7,12,20210930,670,0.4133,petE,-,7,0.3496
20210930_7_7,12,20210930,671,0.4153,petE,-,7,0.3563
20210930_7_7,12,20210930,672,0.4173,petE,-,7,0.3629
20210930_7_7,12,20210930,673,0.4193,petE,-,7,0.3694
20210930_7_7,12,20210930,674,0.4212,petE,-,7,0.3756
20210930_7_7,12,20210930,675,0.4233,petE,-,7,0.3824
20210930_7_7,12,20210930,676,0.4253,petE,-,7,0.3892
20210930_7_7,12,20210930,677,0.4277,petE,-,7,0.3968
20210930_7_7,12,20210930,678,0.4302,petE,-,7,0.4051
20210930_7_7,12,20210930,679,0.4327,petE,-,7,0.4134
20210930_7_7,12,20210930,680,0.4351,petE,-,7,0.4214
20210930_7_7,12,20210930,681,0.4373,petE,-,7,0.4284
20210930_7_7,12,20210930,682,0.4387,petE,-,7,0.4332
20210930_7_7,12,20210930,683,0.4395,petE,-,7,0.4358
20210930_7_7,12,20210930,684,0.4394,petE,-,7,0.4355
20210930_7_7,12,20210930,685,0.4383,petE,-,7,0.4318
20210930_7_7,12,20210930,686,0.4363,petE,-,7,0.4252
20210930_7_7,12,20210930,687,0.4334,petE,-,7,0.4158
20210930_7_7,12,20210930,688,0.4299,petE,-,7,0.4041
20210930_7_7,12,20210930,689,0.4257,petE,-,7,0.3905
20210930_7_7,12,20210930,690,0.4212,petE,-,7,0.3756
20210930_7_7,12,20210930,691,0.4164,petE,-,7,0.36
20210930_7_7,12,20210930,692,0.4117,petE,-,7,0.3443
20210930_7_7,12,20210930,693,0.4069,petE,-,7,0.3284
20210930_7_7,12,20210930,694,0.4022,petE,-,7,0.3131
20210930_7_7,12,20210930,695,0.3977,petE,-,7,0.2985
20210930_7_7,12,20210930,696,0.3937,petE,-,7,0.2851
20210930_7_7,12,20210930,697,0.3898,petE,-,7,0.2724
20210930_7_7,12,20210930,698,0.3862,petE,-,7,0.2604
20210930_7_7,12,20210930,699,0.3827,petE,-,7,0.2491
20210930_7_7,12,20210930,700,0.3805,petE,-,7,0.2418
20210930_7_7,12,20210930,701,0.3766,petE,-,7,0.229
20210930_7_7,12,20210930,702,0.3738,petE,-,7,0.2196
20210930_7_7,12,20210930,703,0.3711,petE,-,7,0.2109
20210930_7_7,12,20210930,704,0.3686,petE,-,7,0.2025
20210930_7_7,12,20210930,705,0.3663,petE,-,7,0.1949
20210930_7_7,12,20210930,706,0.3639,petE,-,7,0.1872
20210930_7_7,12,20210930,707,0.3617,petE,-,7,0.1798
20210930_7_7,12,20210930,708,0.3596,petE,-,7,0.1729
20210930_7_7,12,20210930,709,0.3575,petE,-,7,0.166
20210930_7_7,12,20210930,710,0.3555,petE,-,7,0.1595
20210930_7_7,12,20210930,711,0.3535,petE,-,7,0.153
20210930_7_7,12,20210930,712,0.3517,petE,-,7,0.1469
20210930_7_7,12,20210930,713,0.3498,petE,-,7,0.1408
20210930_7_7,12,20210930,714,0.3481,petE,-,7,0.1353
20210930_7_7,12,20210930,715,0.3464,petE,-,7,0.1296
20210930_7_7,12,20210930,716,0.3447,petE,-,7,0.1241
20210930_7_7,12,20210930,717,0.3432,petE,-,7,0.119
20210930_7_7,12,20210930,718,0.3416,petE,-,7,0.1139
20210930_7_7,12,20210930,719,0.3401,petE,-,7,0.109
20210930_7_7,12,20210930,720,0.3386,petE,-,7,0.104
20210930_7_7,12,20210930,721,0.3372,petE,-,7,0.0994
20210930_7_7,12,20210930,722,0.3358,petE,-,7,0.0948
20210930_7_7,12,20210930,723,0.3345,petE,-,7,0.0904
20210930_7_7,12,20210930,724,0.3332,petE,-,7,0.086
20210930_7_7,12,20210930,725,0.3319,petE,-,7,0.0819
20210930_7_7,12,20210930,726,0.3306,petE,-,7,0.0778
20210930_7_7,12,20210930,727,0.3295,petE,-,7,0.0739
20210930_7_7,12,20210930,728,0.3282,petE,-,7,0.0698
20210930_7_7,12,20210930,729,0.3271,petE,-,7,0.0661
20210930_7_7,12,20210930,730,0.326,petE,-,7,0.0624
20210930_7_7,12,20210930,731,0.3249,petE,-,7,0.0588
20210930_7_7,12,20210930,732,0.3238,petE,-,7,0.0553
20210930_7_7,12,20210930,733,0.3227,petE,-,7,0.0518
20210930_7_7,12,20210930,734,0.3217,petE,-,7,0.0484
20210930_7_7,12,20210930,735,0.3206,petE,-,7,0.0448
20210930_7_7,12,20210930,736,0.3196,petE,-,7,0.0415
20210930_7_7,12,20210930,737,0.3186,petE,-,7,0.0381
20210930_7_7,12,20210930,738,0.3177,petE,-,7,0.0351
20210930_7_7,12,20210930,739,0.3167,petE,-,7,0.0318
20210930_7_7,12,20210930,740,0.3157,petE,-,7,0.0287
20210930_7_7,12,20210930,741,0.3148,petE,-,7,0.0258
20210930_7_7,12,20210930,742,0.3139,petE,-,7,0.0227
20210930_7_7,12,20210930,743,0.313,petE,-,7,0.0197
20210930_7_7,12,20210930,744,0.3121,petE,-,7,0.0167
